#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
096.01515957 -39.70279605     1.78    -0.10  8.1723  1.065
096.02551701 -36.70297031   -25.15    -5.04  7.0023  0.932
096.03052255 -50.52986508    -2.98    31.93  7.9401  0.700
096.04671279 -24.53061267   -27.31   -12.65 10.8404  0.110
096.05445585 -26.44502453     2.48    -0.59  6.8450  0.948
096.05783027 -60.28139799   -31.68    30.06  5.7871 -0.001
096.06781865 -31.15866060     2.41     4.99  9.0174 -0.015
096.07208549 -53.57607888   -38.68    55.72  9.2965  0.806
096.07336158 -65.67625224   -11.45    42.63  7.7010  0.327
096.08575244 -12.96194868    -2.77     4.15  6.0988 -0.076
096.08815177 -16.22454952   -17.80    -4.21  7.0128  0.200
096.08904606 -59.08882973    -6.79    10.02  8.6775  1.230
096.09292661 -16.22434204   -16.83    -3.34  9.1110  0.371
096.09479893 -35.28281610     8.21   -15.69  8.4968  0.988
096.10113569 -37.53375037    -6.25    -3.62  9.2645  1.254
096.10171464 -42.84940795   -77.14   777.98  6.8061  0.673
096.10267668 -79.71592268    19.32    29.10  9.0243  0.927
096.10208445 -27.31481856    30.22   149.05  8.1002  0.530
096.10459346 -47.40629151    -6.62     4.73  9.1610  1.453
096.11071086 -63.42864722    19.07  -115.37  6.5853  0.660
096.15812148 -38.27252727     4.86     4.77  8.4128  1.569
096.18232075 -43.40587703     3.57    84.01  8.7931  0.661
096.18328947 -28.77981897  -164.99  -121.77  6.4992  0.626
096.18472327 -41.67049123    -1.58    23.34  8.7275  1.161
096.18541149 -40.28397051    -2.45    -3.96  6.2931 -0.049
096.19408426 -36.59748544     2.50     8.56  8.0332  1.505
096.20123256 -20.64802858     2.35   -16.37  8.4851  0.200
096.21406656 -32.12291966   150.41   412.53  9.5537  0.570
096.21410684 -65.77480896    -3.90    20.97  8.7755  1.200
096.21547973 -68.80310815    20.38   -10.28  9.1058  0.655
096.22480790 -13.23028067   123.52   -43.41  8.2426  0.614
096.22614764 -46.93595714     2.31    -9.26  8.6715  1.173
096.23243184 -83.83064402   -38.02   111.59  9.4762  0.740
096.23252187 -63.82817384    -5.95    12.30  6.2239 -0.119
096.25118807 -46.49756093   -24.28    34.98  9.1176  0.698
096.25682870 -14.50368993    -3.46   -23.05  7.7224  1.274
096.26260891 -70.99793450   -19.17    56.89  9.5036  0.552
096.27434684 -55.72543810   -16.22    69.74  7.6326  0.406
096.27901412 -15.13978571    -0.17    -2.29  7.9664  0.132
096.29448869 -22.57185951     1.87    -0.20  8.9341  1.136
096.29550217 -14.41516221    -5.81    -2.73  8.5244 -0.014
096.31808999 -34.37838800   -67.06   -21.82  8.9502  0.716
096.32112941 -51.83966387    -4.50     0.96  8.1718  1.281
096.32854137 -49.60036363     6.49    21.37  8.5143  0.134
096.32922150 -60.79140450   101.84  -241.15 11.4527  0.000
096.33377927 -26.89530380    -0.56     4.15  8.8771 -0.141
096.35157200 -63.31421641    -5.27    48.98  9.2635  0.935
096.35354754 -62.42281242    -9.89    64.48  8.3180  0.385
096.35562347 -56.21421847    -2.75   -13.80  8.3968  1.460
096.35725186 -31.15222101    -2.78    -0.49  8.5482  1.112
096.35877405 -36.29891131    -1.86     0.39 10.1332  1.610
096.36415401 -16.39117984    -2.62     7.57  8.6183  1.371
096.36937908 -69.69078685   -11.68   200.27  5.5411  0.971
096.37502173 -35.06404098     0.73   -45.27  6.4078  1.353
096.39719236 -14.12651372    -5.02     3.86  8.2060 -0.069
096.40769806 -35.03911624     0.56   -10.75  7.2563  0.273
096.41016086 -31.48092453    53.22   -13.20  8.2187  0.719
096.41758603 -51.13443724   -15.16    95.51  8.8034  0.516
096.41813913 -72.04302849   -15.43    -7.02  8.4272  1.135
096.41866034 -29.70297261    -3.11    -2.53  6.8910 -0.022
096.42693332 -35.69743039    -7.12    11.11  7.8684 -0.049
096.43002557 -55.16175938    -1.74    -1.51  9.1903  0.556
096.43189780 -48.17684916    -2.73   -20.54  5.7478 -0.061
096.44074893 -20.97306143    17.59    -2.10  7.2379  1.016
096.44304626 -40.97548140    -8.43   -17.41  7.1108  0.219
096.45816681 -38.93559367    -3.34    11.16  7.4095  1.722
096.48981255 -35.33734680    10.59     3.20  7.1767  1.585
096.50558998 -74.24094967    -6.54    32.73  9.1834  1.230
096.51084803 -44.62603680     5.65     1.77  9.4097  0.144
096.53708460 -64.55308104   -33.20    -4.82  8.8526  0.464
096.53901264 -15.12012345    -1.06     1.50  8.9187  0.007
096.53959913 -41.63689900   -10.80    -0.03  7.9747  0.027
096.59557678 -13.71986288     0.72    -1.39  8.5009  0.121
096.59803224 -20.17446147     3.52    13.44  7.5926  1.663
096.60413126 -39.68535654    40.62    58.00  8.8398  0.574
096.61574254 -19.32496252    10.66   -10.90  7.1886  0.213
096.63686302 -26.10399988     1.46    -6.09  7.7676  1.644
096.64006801 -33.82512571   -11.27     4.57  9.0304  1.217
096.64120343 -18.23293186     9.14    -3.79  8.8165  1.570
096.65354508 -15.51736111    -7.78     6.97  8.8167  0.109
096.66079111 -33.41555672    -9.97    23.57  7.3055  0.922
096.67773305 -14.60340056     2.46   -12.11  6.4766  1.242
096.68162285 -59.02410709    -2.28  -132.74  8.5644  0.623
096.68176094 -44.06750159     5.49    10.97  7.7033 -0.012
096.68212435 -58.22240564    -3.65    -4.80  8.3278  0.732
096.69086470 -46.98873278  -112.54    10.05  8.4834  0.444
096.69761247 -37.23255485   -14.83    12.81  8.0944  0.116
096.69687366 -88.74373396    -1.35    16.48  7.3631 -0.020
096.70699792 -31.87196023     2.70    -2.81  7.9836  0.284
096.71019083 -17.99020770    -0.38     3.57  9.4016  0.110
096.72106960 -32.25004347   -10.36     7.46  9.3013  1.151
096.72387822 -53.58199045     0.97    11.14  8.6576  0.410
096.74524699 -16.99943955    -6.61     4.62  8.1615 -0.034
096.74508270 -55.03332191    11.68    28.91  8.5797  0.333
096.74666062 -44.12281595   -10.44    24.84  8.0683  0.460
096.76723238 -58.00210565    -8.66    -5.79  5.9884  1.279
096.76964895 -69.28631753    -2.65    -5.33  9.0017  1.100
096.77800023 -32.16659507    81.31   -89.33  7.3145  0.794
096.78160735 -37.89561577    -2.03    45.01  6.5722  0.394
096.78570433 -21.55252791     2.25     2.22  7.8345 -0.084
096.78791936 -47.82129312     0.48    23.62  8.1471  0.260
096.79027704 -24.23858132    -0.18     1.62  8.1185  1.668
096.79782087 -25.85597155  -173.16  -216.34  6.1742  0.545
096.79724909 -37.10208356   -11.09    12.60  8.2255  0.195
096.80051296 -20.42086914   -12.58   -26.22  7.6584  0.164
096.80046412 -60.72861511   -33.42    15.03  7.1336  1.219
096.80410536 -12.83836450    -5.88    -0.40  8.3574 -0.028
096.80684370 -73.22841548    -0.34    25.10  9.3723  0.021
096.81094075 -36.00324582    -2.48     1.77  9.4125  1.391
096.81546539 -27.11209158    -1.94     2.65 11.0948  0.000
096.83296478 -53.56630611    -7.06    29.24  8.2333  0.397
096.83614231 -33.11384721   -14.59   -69.36  8.5455  0.708
096.84002782 -15.31598470    -7.38     4.02  7.7993 -0.054
096.84414016 -19.02705012     2.80     0.57  8.8746  0.840
096.84908220 -44.17008803     5.25     8.80  8.5929  0.187
096.85044041 -25.73478447    -8.97    70.69  8.5293  0.840
096.86697071 -60.27726625   -24.08    11.70  8.3437  0.897
096.86820064 -22.12426634     3.57    21.87  7.7100  0.336
096.88246993 -26.07751708    -2.89     5.34  8.7907 -0.135
096.90358339 -15.30617307    -6.32     4.41  7.4597 -0.066
096.91927224 -32.29862164  -106.30  -164.35 11.0642  0.657
096.95001885 -41.13177197    19.93   100.20  7.8386  0.914
096.95256368 -62.14998696     1.51    25.52  6.6455  0.088
096.96298812 -48.05678169     1.95    17.87  9.2391  0.941
096.96820538 -30.05986882   -14.09     2.28  8.7221  0.998
096.98142970 -79.79960173     5.99     8.19  9.2066  1.673
096.98653480 -58.14467607     3.15    30.76  9.1905  1.079
096.99525672 -66.75452444     9.16    41.70  8.4272  1.514
096.99596341 -13.16058126    -5.63    -0.32  7.0722 -0.031
097.00910657 -45.61923786    -2.56   -16.72  8.5452  0.491
097.01179981 -21.79811560     6.93    -3.17  7.8492  1.564
097.01447579 -16.13723424     5.34    -0.73  9.1778  0.040
097.01555034 -38.43770504    -3.42     7.92 12.6490  0.000
097.02343437 -27.14360406    -6.29    -2.23  7.7923 -0.039
097.03200190 -32.84596471    -1.91     9.25  8.9982  1.500
097.04257270 -32.58012947   -14.41    25.21  4.4188 -0.169
097.04553237 -57.33530241    -2.82    18.92  8.8865  1.035
097.06102072 -77.29093526    -1.57    21.56  6.9630  0.062
097.06614242 -19.79702843     5.94   -15.69  7.7545  1.016
097.06827702 -45.69139310   -14.85   -15.57  8.7261  0.266
097.07258633 -13.05309369     2.03     0.25  8.0136  0.054
097.07566717 -34.38066055     1.35     9.53  8.6418  1.431
097.07558072 -59.61786399    21.60    -3.80  7.7432  0.513
097.08836819 -12.85918410    -4.30    -3.71  9.0259  0.330
097.09334547 -47.77788745   179.00   -79.16 11.1498  0.726
097.10700248 -58.35431808     6.27   -12.78  8.5660  1.108
097.11195562 -49.16734418    -5.47  -119.97  8.7787  0.525
097.14398364 -13.04924947   -28.43     3.54  7.6337  0.304
097.14902983 -44.34815739     3.19    14.61  8.8563 -0.008
097.15166772 -35.26216498     1.47     5.49  8.5680  0.075
097.15587249 -17.46603279    17.26     9.99  5.9273  1.118
097.15825530 -78.90557118    -4.02    43.84  7.6340  0.327
097.16351894 -32.37129733    -2.94     8.22  5.6710 -0.160
097.16460387 -20.19726449     3.33     6.20  8.5142  0.997
097.16805854 -50.08132407   -23.32   -22.23  8.3885  0.582
097.17193804 -38.57046879     1.44  -193.81  9.1985  0.747
097.17219460 -19.69125327    -9.76     7.32  9.1909  0.200
097.17439479 -62.55772194    11.41   -35.29  8.6597  1.236
097.17664746 -41.07491130    41.56    13.25  6.4123  0.390
097.17832974 -28.23749374     7.02     1.74  8.8493  0.929
097.17989643 -49.28527864    -1.02     6.08  8.0136 -0.041
097.18959739 -28.00009915    -1.40   -10.93  8.1945  1.047
097.19050410 -55.91719113     2.18    13.33  8.2669 -0.047
097.20868721 -68.13029549    -3.51    19.59  9.3895  0.504
097.21369984 -38.31532530   -12.47    46.96  8.3941  0.311
097.21684953 -45.77765985   -13.50    12.45  7.6402  0.103
097.21959150 -37.34145083    -0.81    15.60  8.2135  1.631
097.23552701 -59.77305871     2.27    20.62  7.8452  1.286
097.24497726 -42.29243324     0.83    44.71  8.2044  0.548
097.24839731 -47.50164173    17.84    21.84  8.9956  0.611
097.25305679 -80.53878922     2.77    21.41  9.0164  0.474
097.25520048 -45.36570858   193.31  -287.78 10.8616  1.340
097.26566279 -41.62597839     5.29   -13.23  8.6398  1.057
097.27950617 -40.37194728    44.69    26.27  7.7273  1.264
097.28577878 -42.67447183    -9.86    14.31  8.0669  0.850
097.29297525 -64.23737326    -7.61     8.67  8.8686  0.020
097.29988879 -26.11884755    13.40     7.02  7.9231  1.633
097.30047264 -40.38025632    -8.98    -0.62  8.0616  1.250
097.31199197 -73.58947609     0.05    -3.48  9.5080  1.236
097.31377863 -14.35777647     4.35    -4.04  9.4931  1.455
097.31660710 -14.21567563    -6.10     3.91  8.3127 -0.015
097.32353900 -36.85165261    -8.02     8.03  9.3086  0.965
097.32650637 -26.50048812    -5.25     9.96  8.6919  0.091
097.32906844 -61.00607618   -53.79    71.13  8.1035  0.503
097.33883410 -17.81311968    -1.01    -2.36  8.0943  0.071
097.34876236 -71.50666632    -0.80    20.33  8.2382  0.155
097.35039436 -55.51142189    -5.00     8.82  8.7621  0.615
097.35648554 -22.59112375     9.33    10.02  6.8246  0.066
097.36383698 -44.57449068    -2.09    -4.87  8.8259  1.100
097.36572704 -34.09416380   -20.43    32.14  8.0252  0.265
097.36891566 -56.85284445   -38.33    31.75  5.3654  1.087
097.37127322 -59.76751991    -0.82    21.50  8.2373  0.288
097.39536666 -80.59266443   -16.50    20.78  8.7233  0.218
097.40545053 -39.39485772    -4.88    18.25 12.7320  0.000
097.40793705 -17.01136107     2.17     4.65  7.0729  0.002
097.44474246 -14.36202597    -2.06     0.52  8.7151  0.235
097.45469375 -50.23895952   -67.94   -49.01  5.3084  0.371
097.46850761 -61.98465072     9.76    38.28  9.5458  0.728
097.47153924 -20.23140223     3.46    -9.89  8.3795  0.215
097.48034028 -59.59067590     0.91    -1.67  6.8919  0.359
097.48901786 -42.27788393    -9.57    33.95  7.6770  1.431
097.49407950 -39.75435302   -22.89    15.37  8.7088  1.217
097.50259093 -31.17448325    -6.64     3.23  7.5595 -0.015
097.50295206 -15.72379423     7.67    22.72  7.8169  1.302
097.51131388 -49.98813997    -4.68    11.27  8.3708  0.372
097.51253881 -65.56838742     1.30    60.71  6.3628  0.329
097.52194566 -28.65795294    13.71   -58.58  8.4038  0.536
097.53568769 -63.19196217    -8.04    28.64  8.8075  0.346
097.53763650 -61.26522952     6.47   -51.25  8.4364  0.361
097.54922397 -19.21483572     5.56   -21.40  6.5268  1.683
097.55096464 -46.45589683     3.70    -2.34  9.5272  0.991
097.58021611 -52.87154548   -37.63   110.72  8.7786  0.702
097.59474459 -66.02313104    -6.57    39.14  7.8057  0.993
097.59962082 -16.94301107   -10.64   -29.03  7.7058  1.123
097.60160129 -24.14131326    36.43    52.99  8.2649  1.100
097.60897619 -39.13078972     6.46    29.49 12.5105  0.000
097.61090529 -15.10215607    -2.54     2.25  8.2152  0.004
097.61553794 -68.94772525    -3.30    16.28  7.9124 -0.071
097.62309028 -40.57246745    -3.68    12.69  8.2896  1.340
097.62411964 -14.95436762    -5.04    -0.27  6.7561 -0.013
097.63953376 -67.60272316   -35.14    22.77  9.0684  0.587
097.64058295 -48.24643628    -8.81    12.29  8.1920  1.600
097.64536688 -13.14817601    -4.49     0.66  6.1141 -0.137
097.65268364 -76.20126804     1.50    17.10  8.1653  1.416
097.65336246 -30.02696567     5.19    -4.83  8.8836  1.552
097.66051699 -22.32181564    -2.76     1.42  7.0976 -0.168
097.66496512 -17.92153695  -162.26  -209.61  7.8840  0.817
097.66950664 -40.44815653    -3.21     6.16  6.6456 -0.112
097.68673261 -61.60839356   -30.55   -25.01  8.9859  0.573
097.69288848 -27.76958914    -7.79     5.64  5.8667 -0.156
097.70846422 -35.83399592    17.24    13.23 11.5392  0.527
097.71507997 -35.00047988   -11.26    28.85  7.2111  0.214
097.71975646 -32.50308435   -20.87    24.20  8.7227  0.150
097.73762035 -47.25757947    -8.26    -5.08  8.4640  1.277
097.74925731 -14.48897708    -4.31     2.99  8.6901 -0.016
097.74958027 -40.91628000    -5.38    10.88  6.3371  1.398
097.75462077 -66.87072449     1.13    15.91  7.0028  1.363
097.76306511 -35.47902334    32.05  -108.72  8.2430  0.532
097.76896961 -43.71713793   -32.68    30.68  6.8476  0.977
097.77371499 -59.00472459    31.95    49.13  7.8120  1.144
097.78856087 -16.69824670    -7.44    -0.52  8.7787  0.972
097.79437639 -61.87957069    -9.19    11.41  6.0991 -0.147
097.79947683 -37.97503965    -5.92    16.02 12.4665  0.000
097.80133114 -70.51608282   -28.68    33.51  7.4927  0.564
097.80457223 -35.25886116    -3.51     9.19  5.9704  0.813
097.81414953 -67.58091960    -0.56    13.75  7.9841  0.317
097.81514037 -13.60176557   -11.33    30.01  7.7446  0.359
097.81566068 -49.61687807     3.20     8.97  7.5747  1.064
097.82272559 -26.51249051   285.39   103.63  9.8876  0.707
097.82591384 -51.82620752   102.31   105.05  5.7004  0.534
097.83253019 -27.10059660    -5.39     2.95  9.4371  0.735
097.83345102 -49.75484922    -7.29    26.48  8.9269  0.610
097.85002980 -32.86856533   -17.70     7.53  6.3473  1.665
097.86884561 -22.03778250    -3.33     2.35  8.4593 -0.016
097.87289325 -21.40560433     0.97    23.61  6.6529  0.256
097.87502687 -16.39827402    -3.18     0.30  8.7959 -0.026
097.87630119 -20.73429443     5.70   -17.47  8.8787  0.054
097.88140425 -38.86514040   -10.76     4.41 12.8312  0.000
097.89561334 -36.94019662     1.38    70.13  6.3002  1.599
097.93066346 -34.50039132    -3.18     4.17  9.0392  0.018
097.93833673 -37.17314022    -8.81     9.43  7.5157 -0.108
097.95840561 -53.26269565    25.37   165.43  8.8155  0.603
097.96279811 -68.11957062   -21.26   -59.94  7.8577  0.508
097.96310712 -38.07149522    -4.81    40.66  8.2461  0.353
097.96403420 -23.41843681    -2.91     6.22  4.2586 -0.245
097.96390135 -43.53397294  -273.29   -28.32 10.6574  1.432
097.98190890 -18.06228198    -6.26     7.26  6.7249  1.452
097.98435490 -29.30959213    -2.44   -27.47  7.6386  1.084
097.98677022 -68.70877098   -56.19  -450.38  8.3947  0.781
097.98874947 -31.25001760     5.34     8.91  8.8429  1.377
097.99296550 -58.75384089    -1.34     1.77  5.6790 -0.057
098.02858441 -51.71377898    -0.48     0.89  9.1088  0.800
098.03563125 -27.03222887   400.12  -245.37 11.4884  1.360
098.04137627 -65.31587565   -53.48    91.49  7.6505  0.351
098.08075918 -65.37094670   -11.68    -8.82  7.9584  0.083
098.08150790 -45.31001407    23.48   -26.16  7.3283  1.069
098.08597217 -42.55942530   -15.24     8.78  8.1722  0.166
098.08888803 -37.69651413    73.46   -76.45  5.4125  0.982
098.09563423 -20.05005380    -3.59    -5.78  8.6030 -0.062
098.10126520 -51.17094898    -6.18    -3.09  9.1892  0.352
098.10543185 -34.21999548    21.40     0.11  9.0309  0.867
098.12562361 -57.88159466    -1.09    14.69 10.0246  0.100
098.13520802 -21.02180948    -1.79     5.47  7.2033 -0.144
098.14246992 -55.64838476   116.36   -87.14  8.0672  0.778
098.14376597 -23.18552531     2.81    -2.75  8.6855  1.637
098.15259011 -44.22086464    -1.49    -9.15  7.3638  0.198
098.15469951 -29.58259346   -68.24    67.33  9.1149  0.799
098.15786918 -42.25639819    45.40   -41.90  7.8442  0.985
098.16240997 -32.03045402    -2.85     4.28  5.6609 -0.180
098.16754366 -15.83871817    -9.15    10.18  7.7718  0.153
098.17944541 -59.26399083   -10.48     4.38  8.9859  1.329
098.19207581 -27.40458444   106.23    90.11  7.0084  0.547
098.19314466 -61.82794983    -6.74    32.03  7.0093  1.265
098.19874088 -17.71005164    -4.81   -21.09  7.7304  0.108
098.20044369 -55.07926656     9.49  -112.29  8.2184  0.554
098.20689935 -24.36864044    20.55   -18.37  8.6761  0.960
098.20726590 -50.47332855    -1.36     5.37  7.9119  0.562
098.21672253 -47.71449508    -7.18    -3.14 12.3505  0.000
098.23002126 -44.32177937    17.09    77.75  8.9862  0.486
098.23017798 -27.93978792     4.96    18.16  9.3412  1.205
098.23256704 -54.26684593     7.72    28.84  8.9355  1.350
098.23291269 -43.57653018    -3.59     2.60  8.0162  1.652
098.24038558 -48.54421720    15.77  -124.58  7.0686  0.469
098.24367869 -30.86315002   -13.38    11.38  8.7714  0.179
098.25102965 -26.77934163   -28.85  -362.98 10.1887  0.723
098.25832849 -73.75127776    -6.89     3.59  7.9998  0.243
098.29218823 -22.60885123    -3.05    13.51  8.2626  1.050
098.29266620 -38.62514471    -1.42   -18.04  6.5993  0.999
098.29437770 -71.64830699   -17.17    71.32  7.8145  1.137
098.29933442 -37.82196468    -6.44     6.83  7.3396  0.327
098.30190850 -14.09613529     5.31    11.35  8.9413  0.479
098.30526845 -45.37855471    -9.70    -5.25  8.0969  0.127
098.31709360 -41.13094768   -11.34     3.81  8.7992  1.015
098.31959440 -23.75258745    -0.67     4.51  8.5553 -0.047
098.32056712 -35.45894158   -10.59    12.74  9.3309  1.090
098.32542693 -14.81418136    -4.54   -20.52  7.7357  0.014
098.34711371 -18.07664764    -4.85     0.44  8.6799  1.001
098.35266223 -52.48402064    -5.78   -29.59  8.9890  0.959
098.35963592 -52.32931772   -32.95    34.99  6.3501  1.088
098.36118066 -20.92389415   -17.07   -26.99  6.5437  0.817
098.36391785 -32.22638222    23.72     1.69  7.0969  1.453
098.36622798 -45.06366685    -0.82   -20.07  8.8516  1.132
098.36637733 -29.20987524    -7.53     9.30  8.0071  0.043
098.36939090 -24.22213759    -3.44   -12.28  8.2501  0.018
098.39052148 -20.13909750   -12.92    -5.73  7.5889  0.397
098.40827917 -54.59045421     8.82   106.83  8.8342  0.530
098.41021531 -39.64181338   115.06   -26.81  8.3140  0.629
098.41440088 -54.11723461     5.68    11.27  8.3031  0.263
098.41514687 -28.88917896     4.29    23.32  9.2162  0.459
098.41600401 -26.32964747    -7.95     2.11  7.2158  0.016
098.42137603 -22.69595463    -7.04     6.00  9.5188  0.098
098.42607222 -74.70044475   -26.86   -53.18 10.1901  0.853
098.44805528 -75.62562032  -291.38   221.24 11.4903  0.000
098.43325046 -75.63066659  -290.15   277.00 10.4985  0.000
098.44103179 -43.85931974    -4.07    70.68  8.1899  1.041
098.44244820 -30.58290398     2.20    20.38  8.2391  1.296
098.45571908 -33.03841245    -0.29     8.55  8.1653  0.033
098.45621403 -36.23226751   -15.57    98.99  5.5671  1.419
098.46009436 -58.53039361  -400.13   794.86 11.6409  1.500
098.46161620 -47.05513369   -16.70    16.18 10.8357  0.801
098.46230547 -38.84858412    -5.01    -0.09  8.3351  0.920
098.49435244 -14.78984266    -3.98     5.12  9.1687  0.055
098.51056179 -77.68755783   -13.12   -58.79  6.7680  0.489
098.51416673 -60.58784488    -8.47    18.59  9.2882  0.505
098.51542034 -30.33710005    13.28    -7.42  8.1950  0.423
098.51973431 -72.26983062    -5.96   -14.57  8.1849  0.409
098.52163203 -26.02824059     9.02     8.98  8.0951  0.225
098.52893325 -21.53612830     4.59     5.04  7.9700  0.081
098.53379315 -29.62951912    -7.82   -34.19  6.8901  0.296
098.54258553 -42.09892863    -2.92   -48.81  7.5108  0.927
098.54448841 -66.09864604    -2.30    -0.28  9.4076  0.311
098.56018494 -63.91813359    -5.09    10.96  8.5127 -0.060
098.56222713 -27.32574289    -3.98    -5.93  9.0222  1.093
098.58308707 -16.01097938   -22.58    47.76  7.7513  0.493
098.58839235 -55.23920948     2.53    -4.14  8.8398  1.050
098.62953278 -18.81215813     7.14    -6.21  7.8714  0.250
098.64229491 -17.36447141    -6.75     4.67  8.7603 -0.033
098.64720389 -32.71626096     2.22     2.84  5.5963 -0.085
098.66470946 -46.51006138   -16.58    22.15  8.6597  0.300
098.68067788 -34.00948676    -5.11    34.64  6.7484  0.254
098.68304238 -51.21655942   -36.03    69.22  8.2809  0.498
098.69104337 -62.56202259     9.14    20.85  8.3639  1.162
098.69092628 -20.55745071   -12.59     2.94  7.0611  0.103
098.69215298 -19.95300549    -4.18     7.15  8.0420 -0.089
098.69565948 -63.26210358   -22.09   -13.29  7.8559  0.261
098.69646507 -42.39451834     2.45     2.49  8.4555  0.358
098.70995994 -75.21887495    -0.91    15.62  9.0558  0.203
098.71327217 -19.64667522     0.38     6.85  7.4448  1.509
098.71658391 -53.28189257   -23.35     7.87  7.7346  1.507
098.71972511 -18.02734322     0.67    -1.96  9.2418  0.090
098.72500388 -34.83617099   -14.41   -13.27  8.6840  0.609
098.72605783 -30.09203602    -4.80     5.19  7.0468  1.634
098.72838403 -60.71402246   -13.05    12.78  9.2384  1.014
098.73086656 -45.30827133    71.62   -45.06  9.2942  0.389
098.73178287 -15.32879140    -4.29    33.24  8.7479  0.541
098.73401398 -32.30665925    -1.65     4.84  7.8649 -0.119
098.74091403 -31.29146490    -0.02     4.07  7.8933  1.517
098.74411392 -52.97563447    -7.65    10.54  4.3706 -0.021
098.74868894 -21.99549233     2.43    -3.24  8.4942  0.060
098.75092954 -35.04929318   -34.79     6.50  7.4879  1.001
098.75621182 -33.21623371    -4.92     8.14  9.2366  0.850
098.76408270 -22.96483331    13.95    18.56  4.5330 -0.035
098.76635974 -56.81734542   -18.80    39.24  9.2714  0.573
098.76736733 -33.00300845   137.09   -46.97  9.0798  0.681
098.77639179 -49.36379834   -15.84   149.00  8.9680  0.469
098.77958813 -21.40976639     2.71     3.25  8.8134  1.357
098.78043186 -65.01164677     1.12    37.16  8.4756  1.071
098.78844783 -61.17330906    -8.23    28.34  7.4877  0.204
098.80467150 -25.84022570    -3.38     4.88  7.8073 -0.165
098.80827934 -62.50269531     2.59    -9.73  9.0005  0.913
098.80979483 -48.13499120    11.04    15.82  9.2641  1.476
098.81380038 -57.26508637   -14.55    -3.93  8.6670  0.917
098.81517470 -20.39228213    -3.61    -1.94  8.0190 -0.028
098.83723263 -37.44908348    32.71   -36.97  8.1534  1.254
098.83792424 -67.22621560    -2.92   -15.22  8.0651  1.405
098.84191198 -38.80883451     3.07     6.56  7.4992  0.048
098.85093456 -36.77993015    -8.21    21.25  5.5514 -0.130
098.85406518 -59.08758404     8.33   -18.64  8.4748  1.507
098.85422109 -13.29563735    -5.12     6.32  9.1424  0.171
098.86295968 -31.59143401    -2.88     4.74  7.8545 -0.126
098.86438445 -48.47598044    16.60  -142.13  9.1567  0.596
098.87044515 -53.71088554    -2.13    37.81  9.2387  1.000
098.87838597 -22.10900148     9.89   -20.72  6.4885  1.030
098.88170005 -37.85759578     1.15   -23.67  7.7279  1.026
098.88888141 -16.00777093   -11.60   -11.24  7.9478  0.315
098.89091692 -69.49201706   182.72   175.23 11.4228  0.920
098.89106755 -36.25925406    28.82   -58.73  7.1670  0.037
098.89406457 -50.29615024    -2.07    18.05  7.1882  1.184
098.89521819 -45.07204620    -7.80    39.42  8.5914  1.119
098.90024545 -62.64007191     4.55    -4.41 12.3658  0.000
098.90145955 -52.33937349    -5.75     0.05  9.1360  0.440
098.90718408 -26.04152119    -4.92    -4.29  8.0214  0.800
098.91379617 -47.43347672   -34.38   -13.79  7.5803  1.140
098.92330192 -30.44892116    -8.26    -1.19  9.2786  0.166
098.93595794 -41.48983507     3.69   -31.30  8.3455  1.600
098.94030139 -47.28204923    -8.48    40.68  9.2445  1.024
098.95240149 -13.74711364     0.01     1.28  9.1215  0.217
098.96178732 -16.10275881    -2.83    -3.16  7.3764 -0.040
098.96589475 -56.22799056   -22.58    19.44  7.7831  1.011
098.96780019 -48.28227767     1.02   -15.04  9.7882  0.000
098.96958304 -48.27985946     1.13   -13.26  7.6090  1.134
098.97335506 -17.89687249    72.21  -220.74 10.3489  0.694
098.97530176 -36.08845417   -59.60   -73.53  6.4667  0.486
098.97816738 -64.88111036     4.65    41.33  8.2709  0.465
098.99207366 -16.80432338   -11.44    -4.35  9.0729  0.226
098.99805714 -35.17180305    48.27    49.14  7.7124  0.471
099.01676076 -14.32833114    -1.82     2.58  9.7478  0.069
