#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-81.33412050   -76.51    -8.09  9.1775  0.464
-43.08827428     0.42   -12.79  7.3936  1.390
-09.10032139   -34.20   -38.41  7.4829  0.644
-31.45108055   -11.20    -7.26 12.2868  0.000
-60.37536377    -4.24    -0.95  7.1251  0.173
-33.50509238   -75.25   -71.54  6.0986  0.386
-33.05118131  -119.89   -59.44  6.6544  0.298
-70.20990304    -6.67     0.41  9.4434  0.019
-03.36860813   -18.66    48.53  6.1509  1.119
-34.17246034   -15.84     9.75  8.4303  0.510
-02.56285353    20.73   -23.86  8.4689  0.726
-62.66571140   -60.18   -69.50  8.5691  0.885
-72.06417664    -8.21    -3.91  8.7688  1.007
-17.64656794    -5.16    -1.52 10.9164  1.500
-54.14398912   -16.25     2.17  9.4406  0.723
-39.29514353   -79.39   -24.01  8.3133  0.409
-35.37166032  -117.35     6.92 11.3883  0.000
-66.48160689    -4.55    -3.23  8.5189  1.078
-57.50496438    -8.82    -1.77  9.9281  0.092
-36.56709073    -9.28    -5.96  8.3874  1.033
-21.42627140   -51.58    -2.26  7.8586  0.463
-10.99726320  -166.35    16.20 11.4437  1.066
-45.02905440    12.03    10.02  9.0407  1.143
-05.36828824    24.13  -129.76 10.0211  0.580
-53.13569852   -30.64   -16.81  7.8742  0.358
-33.48002908   108.34   -42.02  7.6800  0.569
-39.51319639    14.50  -198.90  9.6557  0.724
-63.02315916    11.47    -1.04  7.5337  1.706
-79.00588330   -36.55   -47.66  9.2250  0.653
-33.87410895    67.29   -20.48  9.5857  0.639
-20.77755111   -15.38   -10.42  7.0719  1.308
-72.62984159    -3.76    -1.82  9.5824  0.094
-56.65802928   -12.66    -4.25  8.9939  0.121
-44.75183269    -6.27   -13.19  7.6492 -0.081
-12.61787690   -34.98     2.44  8.3879  1.142
-54.40727134   -41.38   -26.51  8.6604  1.156
-15.79386994     3.21    -6.07  8.9606  1.158
-48.88857093    -7.25     8.49 10.6248  0.091
-08.44010487  -461.92  -112.04  9.1077  0.736
-63.19405220  -391.22  -411.01 11.0181  1.490
-17.88204538    -7.07    -4.47  7.7402  1.188
-62.92504799   -14.14    -7.72  8.4855  0.460
-11.15688232     3.09   -32.56  8.8392  0.480
-47.28587271   -17.34    -0.07  9.1670  1.065
-27.37403564  -476.58  -203.12  8.1609  0.550
-32.55918616   -97.11     9.98  7.9527  0.412
-72.34933828   -11.13     0.19  8.4672  0.038
-60.67137894   -11.43    -3.75  7.4048  0.059
-67.85642824   -42.52   -10.56  7.9847  0.167
-24.66627375    41.95   -22.89  7.2901  0.411
-09.83130797   -55.39   -11.40  9.3679  0.499
-09.64085611     9.60    -0.48  8.5019  0.296
-60.07643270    -5.84    -0.87  8.1707  0.054
-48.48451470   -20.24     4.73  8.6000  1.038
-39.61621266  -168.63    27.41  6.8185  1.041
-30.83265434   -37.05    -4.46  7.5257  1.300
-62.48102187    27.72   -21.63  9.4345  0.635
-36.11477080   -18.37    -8.44  8.3976  0.418
-19.77454624     3.82   -43.89  8.0532  0.359
-13.81876803   -46.40    31.78  8.8184  0.552
-46.28510862   -36.36    -5.48  7.8828  0.558
-38.30580222     6.61   -18.66  8.6144  0.747
-51.06984557     8.26   -13.85  8.0169  0.953
-69.22929494    10.98    -7.45  7.5241  0.352
-33.15307687     8.65   -13.65 10.5590  1.450
-48.58156856   -19.06    -7.19  8.7656  0.351
-37.69793213    20.68   -21.67 10.0774  0.825
-12.10899764   -92.39    32.73  7.4963  1.125
-51.42563274   -34.16    -8.50  9.5371  0.587
-71.54879895   264.17   -22.75  3.7698  1.190
-56.60179382   -62.59    15.84  7.6010  1.356
-26.78661822  -153.09  -202.52  8.4708  1.216
-28.28632523   -46.97     7.58  6.7993  1.520
-29.26553196   -34.62    -0.21  7.0975  0.086
-39.99222243    41.71    -6.15  9.8469  0.951
-37.44855084   -46.19   -22.27  8.7139  1.063
-50.03917440   -28.10    -7.05  8.8142  0.810
-04.63458668   -25.22     5.51  9.2765  1.093
-35.11511015   -73.32    39.39  9.1744  1.094
-79.36516170   -30.99   -15.04  9.0419  0.515
-31.77840372   -33.83    11.68  8.7413  1.176
-43.35481527   -41.64   -12.49  8.6580  0.264
-40.70562832   -29.31    14.24  8.8047  1.212
-72.43176381    -7.69    -0.56  8.8252  0.032
-27.01042924   -94.53    -9.20  8.9718  0.915
-61.33201736    13.23   -36.52  7.9387  0.435
-55.67981542   -10.15    12.61  9.8373  0.000
-04.60907302   -64.16    15.95  8.7873  0.396
-55.67528870   -36.44   -10.51  8.3275  1.321
-28.43953243    90.40   -19.86  9.1369  0.700
-30.33876645    -6.01     0.69  8.2011  1.111
-60.74288519    -5.84    -2.16  7.8572  0.244
-00.79440060   -14.92    -9.70  8.8395  1.533
-02.67404776  -315.23    38.11 11.6467  0.000
-18.43825429    -2.46   -12.93  8.1480  1.023
-14.58689572   -46.03   -11.97  8.5504  0.405
-01.50727960     1.18    25.62  9.4001  0.650
-16.88135564   -32.52    -4.22  7.4024  1.118
-20.48963160  -163.99   -42.17  8.7612  0.520
-05.76772891    -5.24    -5.34  9.4367  0.224
-59.99831175   -32.39    -4.30  8.8764  0.232
-27.50335801   -35.27    -1.87  8.7764  1.260
-64.78451048   -13.64     2.76  8.9999  0.468
-19.07748212   -65.51   -31.17  7.8896  0.407
-07.92421868   -20.02    48.20  9.3792  0.649
-59.60949014   -61.90    -9.33  8.6000  0.290
-71.47572318   -11.51    -2.86  5.9425  0.002
-68.79516263     4.68    11.46  8.6702  0.549
-60.87746449    -4.10     0.10 10.1312  1.102
-56.11060787   -10.11    -5.33  8.0364 -0.017
-02.96408521   -46.12    -5.64  9.1825  0.714
-44.56259769   -20.62    -4.49  8.2629  0.147
-59.60111271   -55.81    -8.37  8.7863  0.458
-16.27952780    -7.50    -8.20  8.8851  1.612
-29.66346850  -123.72    20.15  7.5421  0.493
-12.98112678     8.46     2.40  9.0491  1.228
-46.02934635    -9.95    19.48  8.5597  0.944
-54.59015435   -25.43    -1.66  8.5787  1.086
-43.87964882     3.08   -11.00  8.3813  0.997
-50.68988609   -38.56    -9.52  8.5726  1.357
-29.85886724    -6.14    -8.65  8.7482  0.986
-24.41996639     9.35   -28.62 10.1176  0.488
-19.67644322   -29.08    -1.48  9.1915  0.386
-77.03159964   -11.12    -3.90  9.4371  0.300
-49.52723639   -47.55   -11.52  4.8466  0.029
-57.68561902   -11.26    -5.57  9.1839  0.001
-43.71473518    42.10   -38.00 12.1775  0.000
-33.69163608   -46.02    -4.94  9.5843  0.709
-48.38749963   -33.27     0.86  8.5934  0.471
-38.96840629   -53.15   -15.71  7.9541  0.328
-56.64518889   -25.24    -9.37  7.2367  1.324
-11.58239810   -49.40   -89.33  8.0111  0.623
-16.33650236  -108.86   -30.04  7.8606  0.573
-49.03377176    16.95    -8.21  9.4915  1.065
-34.25030188   -12.44    -2.14  7.2708  0.854
-20.58350967   142.96     5.28  5.6918  0.554
-73.18685778   -60.44  -286.63 10.6674  0.876
-40.85115541    -3.07   -17.08  7.0981  1.067
-05.16127868  -191.13  -218.73  7.8290  0.847
-25.80191143  -125.55     6.34  7.8406  0.451
-53.82602405   -37.18    13.29  8.5800  1.047
-03.21781360   -36.85   -24.32  7.6953  0.335
-70.26840755   -22.08    -5.23  8.6138  0.081
-03.66304676   -35.46   -40.68  6.6609  0.296
-24.51728625   -25.70    29.05  7.6629  1.317
-17.62456184    27.93  -148.47  8.6311  0.807
-72.51283766    15.09    -7.40  8.7754  0.619
-06.66225488  -104.31   -12.60  9.1829  0.486
-80.21900943   -51.73   -15.77  8.0328  0.471
-42.57738040   -19.94     3.61  9.2207  1.191
-53.39468711    29.86   -25.28  8.5790  0.410
-17.23732484   -56.87    22.14  7.9834  0.443
-25.33056661   -41.55    15.51  9.3503  1.532
-26.68670923  -121.98   -63.08  8.6888  0.595
-38.98986982   -42.08   -28.09  9.0365  0.592
-01.97371306   -34.09   -21.31  9.3833  0.385
-11.69893150   -51.49   -13.34  9.5756  0.605
-28.40656420     6.18   -66.09  7.3291  0.103
-26.48150579    10.66   -43.13  7.8272  1.248
-64.79037481    -9.58    -6.80  8.6141  1.555
-13.26271368   -55.50    -9.65  9.7747  0.710
-36.83383881   -87.73    -7.90  9.8705  0.747
-34.14993194   -55.68    17.00  9.0965  0.590
-38.14879467     4.66   -15.85 10.0605  0.569
-81.15010264   -12.21    -5.96  7.3726  1.030
-48.13280282   -18.05    -5.83  7.6180 -0.033
-65.92176129   -40.71   -14.00  8.6062  0.735
-22.82588782   -59.64    53.79  8.8204  0.585
-52.17830246   -11.14    31.81  9.5407  0.737
-61.71027778    -2.69    -1.28  8.3654  0.709
-00.72826213     6.46   -18.73  7.3655  1.364
-53.14740170   -26.17     0.76  8.3533  1.208
-33.07273808   -17.90     1.08  9.2217  0.793
-62.25761461  -245.12   100.45 11.5073  1.440
-66.85359741     8.89    -4.98  9.0726  0.438
-69.98728741    -6.88    -3.80  8.8521  0.074
-40.68251654   -92.66    -4.98  8.0206  0.451
-08.57100061   -26.87   -21.52  8.0236  1.008
-58.58479582   -21.54    -5.22  8.9026  0.217
-41.19628173   -17.10   -16.23  6.2798  1.649
-63.49145429    -5.20    -0.79  8.9629  0.760
-39.76481247   -20.71    -2.90  9.1428  1.189
-33.13737766   -42.12   -13.10  8.3580  0.244
-58.23991683    -7.69    -0.62  9.4933  0.141
-21.51980368   -37.20     3.57  7.4469  0.260
-76.64940293     3.24   -14.11  8.7665  0.427
-28.92870289   -70.62   -25.47  9.8638  0.950
-57.05579274   -18.15   -19.38  8.1730  0.125
-52.44098984  -785.48  -795.33  9.1606  1.362
-61.51669905    -6.76     0.81 13.0747  1.650
-47.39677283   -31.16   -17.66  9.1014  0.447
-51.04123033   -14.48   -25.21  7.8671  0.972
-64.44154335   -37.55   -16.72  6.6467  0.006
-17.67785501   -39.53   -98.31  8.2200  0.626
-46.56343141   -47.28    -1.77  8.3439  0.430
-30.19717787   -67.96    -4.86  9.6449  0.410
-64.23198205   -37.67   -18.72  9.3221  0.725
-47.11682728   -44.71   -34.25  6.5340  0.414
-28.51750475  -175.81   -16.19  7.8483  0.854
-85.36962168   -28.07    -2.23  8.7594  1.201
-54.27958187   -35.18     1.13  9.6206  0.468
-01.16526000    -0.72    -1.94  9.1978  0.975
-41.77391913   -23.90   -15.51  8.6683  1.039
-69.59638457    -8.93    -2.52  8.1147  1.576
-39.79524015   -77.22   -18.61  9.5798  0.656
-37.65283103    78.76  -104.89  9.6350  0.667
-50.85660615  -134.07    -4.11  8.4631  0.678
-44.69603025    11.47    -4.97  9.4972  0.250
-49.79820535    17.50    23.70  9.2688  0.449
-39.22204170   -15.29    -3.21  9.7805  0.785
-08.14959731    29.60   -33.70  8.8663  0.495
-45.38365462   -16.41    -0.90  9.2919  1.510
-21.04342658    -5.06   -21.04 10.3384  1.467
-06.22349682    -2.85   -15.71  8.3498  1.223
-17.00437081    -1.94   -28.19  7.9920  1.207
-10.32491287    15.24    -7.79 10.6808  0.670
-02.55748739   -32.09    -8.03  8.4434  0.389
-18.97920606   -37.07   -16.45  8.7228  0.519
-59.28077862    10.09    40.24  9.3934  0.877
-52.11568210   -51.37     9.20  6.5082  1.690
-58.53550423   -38.09   -16.39  8.2264  0.404
-49.85152791    -4.47    -0.56  8.1494  1.510
-22.07131392     5.12   -28.46  7.4813  0.540
-35.20993573   -81.12   -48.00  9.1753  0.670
-07.15939710   -39.21     8.54  9.7018  0.932
-10.50186303   -11.98    -9.39  9.3310  1.044
-12.36997787     8.53   -23.68  9.2043  0.490
-74.89153753   -10.04    -0.27  9.4533 -0.008
-18.25960249   -39.34    -5.55  7.1640  0.458
-18.82582519  -105.89   -12.97  8.5087  0.692
-66.35094764  -105.85   -20.22  9.3641  0.530
-35.11185335    -1.51    -5.18  7.9999  1.064
-65.51294477    -3.11     0.10 10.4360  1.015
-49.17745620   -11.76    -0.20 10.6171  0.368
-55.34823097    -7.26    -3.42  9.0277  1.000
-14.11188567   -35.84   -22.39  7.3009  1.500
-30.76811298   -74.89   -72.95  9.6509  0.678
-38.51631282  -386.94  -145.79  9.8365  0.615
-31.56019868     1.11    -5.23  9.0680  1.406
-72.79965063    -2.51     0.68  8.9869  0.894
-68.57169174   -79.46   -50.92  9.5960  0.581
-05.13522720   -55.35   -45.15  8.1494  0.295
-44.42050348   -19.86    -7.18  9.4434  0.180
-08.42348602  -206.81   -24.17  9.0301  0.630
-67.04560636    11.21     3.25  9.5904  0.390
-26.00570206    -9.17    -7.06  9.3938  1.151
-68.15952673   -37.86   -10.79  8.9353  0.525
-04.31052667  -107.44   -76.67  8.4148  0.567
-58.26092711    -6.84    -0.87  9.3371  0.036
-55.61166659     0.03    -0.89  7.0645  1.596
-48.46325368   -29.85   -15.17  4.6551 -0.148
-67.74662590   -16.89    -3.50  8.9019  0.295
-53.21819637   -26.54   -45.64  9.4242  0.884
-51.59472299    19.35    -2.35  9.5738  1.347
-20.05873530   -16.50    -2.68  8.6688  1.183
-04.84587118    -4.60   -17.83  8.4891  1.113
-18.94948102   -41.25    -6.84  8.3937  0.385
-14.91606872   -37.88    12.85  7.2525  0.976
-42.06218158   -38.88   -15.23  9.5698  1.097
-56.87909647   -26.04    -9.25  9.4799  0.621
-49.25419023   -14.46     6.35  8.3746  0.349
-10.46184625  -151.12    20.16  9.6274  0.640
-32.54969027    -0.01    -0.46  9.1846  1.293
-57.23531017   -18.43   -17.31  8.4781  1.233
-82.95069787   -23.00    -2.09  7.4926  0.200
-51.04947996    -5.11    -0.83  7.7181  1.680
-41.58840742    44.53   -14.48  5.7606  1.050
-49.68579421  -320.82  -113.68  8.6239  0.813
-54.29251335   -36.67   -23.45  8.0010  0.282
-46.03385033   -34.09   -17.90  7.5735  0.405
-64.56017100   -34.86    -6.57  9.0965  0.434
-54.50595934   -16.32     2.84  7.1849  1.376
-31.61179447   -24.76   -34.60  6.9200  1.019
-07.82545264  -192.25   -24.73  9.9776  0.732
-21.18345155    24.50    -5.59  8.9208  0.583
-59.44396121   -19.80   -21.74  7.9730  0.288
-65.21213999    -2.65    -1.45  8.1406 -0.039
-62.11113505   -43.15   -14.47  8.7745  0.488
-77.87046735  -120.42     3.45  8.9044  0.717
-75.78489873  -129.97   -32.05 10.5761  1.121
-01.90469609   -50.54    17.53  8.5552  1.225
-26.76959842   -49.40   -10.91  9.6011  0.569
-35.86182295    38.54   -85.33  5.6541  0.050
-49.90621585   -26.15   -12.03  4.2058 -0.182
-56.74404567    29.51   -46.38  8.9441  0.625
-34.12173295  -223.70   -81.01  7.4102  0.469
-08.03821805    11.02   -24.58  9.2940  0.384
-37.74429109   -93.51   -80.96  8.6190  0.602
-56.63672222   -46.17   -31.31  8.7013  0.419
-36.26370826   -13.27    -5.86  8.3152  1.451
-58.80544746   -10.92    -5.10  7.2902  1.304
-20.14055097   -12.86     0.80  8.2720  0.980
-62.99179271    -4.53    -1.35  9.6083  0.614
-47.63164686   -22.53    -7.25 10.2398  0.370
-06.08199459   -46.07    -9.80  8.1843  0.303
-54.33318988     9.70   -13.84  9.2139  0.673
-52.01646821    32.39   -10.23  8.7541  0.482
-12.66818659    43.76   -80.08  9.4464  0.566
-59.86049058   -11.41    -6.60  6.0816  0.435
-45.74473112    -8.23    -0.98  8.3781  0.985
-53.66735776    -8.08    -4.83  8.6386  0.010
-04.42294357  -179.63   102.44 11.3179  1.223
-52.90543862   -32.43   -19.08  8.9458  0.540
-73.58569822   -15.12    -5.63  7.7174  0.026
-61.73660525    11.81    11.12  9.3045  0.595
-48.91642421   -18.03    -9.07 10.6202  0.410
-33.14965077   -30.78    -3.23  9.5347  1.068
-53.45971464   -37.35   -20.24  5.6901 -0.061
-65.87771592   -39.40    -4.19  7.6022  0.148
-30.43489917    25.85   -13.05  7.7256  0.322
-14.18806060  -129.68     3.80  7.8380  0.465
-50.35086493  -229.03   -60.79  8.8907  0.746
-47.29251066   -30.82    -4.13  9.0437  0.913
-50.26885532    -2.35    -0.48 10.0094  0.547
-54.41740201   -49.83    -7.71  9.3064  0.500
-64.01179360   -45.54   -20.05  9.1749  0.470
-29.47467388    -1.92   -19.73  9.0094  0.322
-55.51306637   -60.88    -6.75  9.1422  0.422
-18.00437472     1.49     2.16  8.2013  0.900
-40.04423561   -24.67   -17.97  8.3226  1.330
-52.00463290   -37.72    -0.84  9.5242  1.036
-19.03568796   -29.13     3.86  7.7924  1.189
-52.70797134  -146.16   -42.50  8.6010  0.572
-42.78220639   -26.74   -10.30  9.7227  0.494
-52.52442255   -15.48    -4.37  8.7927  0.002
-10.74038505    15.81   -10.34  5.3154  1.138
-19.84783331  -217.26   -28.42  9.5715  0.689
-76.18266729    11.63   -34.85  9.9970  0.683
-53.59340000   -25.12   -29.33  9.2316  0.785
-56.38477055   -18.92    -7.10  7.2954 -0.033
-77.30981372    48.49   -66.11  8.9008  1.035
-13.11809210     2.62   -13.05  8.2191  0.230
-65.30601745    -4.26    -2.18  5.4825 -0.033
-23.58859400   -31.44    -2.00  8.4734  0.624
-35.50099499    10.00    17.04  8.2978  0.965
-28.20468718    -6.82    -8.43  7.8806  1.464
-47.68948168   -19.16    -5.83  8.3398  1.574
-41.39472105   -25.66    -2.11  8.4773  0.096
-49.17128600   -13.08    -3.80  8.7628  1.533
-78.44596982   -39.53   -24.48  6.4437  0.008
-87.21951280     0.46    82.92  8.3418  0.721
-36.22412668  -114.73    16.68  6.9293  0.325
-34.11877061   -43.80   -15.10  8.3915  0.254
-07.30865923  -219.83    82.11  8.5178  0.963
-67.79676253    -9.87    -0.11  6.3949  1.710
-11.76258604   -29.19   -79.83  7.4985  1.264
-82.72100163  -128.93   -26.70  8.2219  0.617
-02.67904983   -14.89    21.96  7.9249  0.408
-60.93346108    -4.51    -1.95  9.4750  0.167
-08.98422880   -37.07   -64.76  5.7306  1.178
-23.67931302    17.00   -15.72  8.9563  0.324
-41.64397820  -568.33   -72.13  9.5484  0.811
-38.09378628   -36.43    -1.82  8.0649  1.157
-54.61428840   -15.63   -11.33  7.8336  0.238
-23.10637570  -122.20   -53.04  6.8559  1.120
-23.82205872  -119.26    -0.71  7.6443  0.488
-59.66776649    -5.32     0.32  9.8709  0.256
-36.95641862   -28.40    15.21  9.2782  0.562
-63.21153475   -32.78    -5.41  9.2418  0.492
-07.05479161    -8.96     2.38  9.8860  1.050
-69.72328920   -10.81    -9.66  8.6094  0.136
-51.31122285   -17.37   -30.57  9.2159  0.496
-05.99564948    -6.47   -20.03  8.6721  0.510
-43.38901667   -24.34    -6.29  9.7765  0.560
-06.44179688   -32.92    -2.64  9.4041  0.533
-52.58228960    11.94   -12.90  9.3908  0.830
-52.57996343    39.61    -5.88 10.9406  0.000
-13.44117033   -37.20    -5.96  8.1924  1.030
-34.34801670    13.96   -13.51  8.0568  0.226
-33.50153165    -9.59    -6.40  7.3351  1.059
-12.56533862   -32.11   -13.04  9.2564  1.407
-23.11797272   -20.08   -39.81  5.1032  1.048
-17.67649182   -50.87    -1.36  8.6445  0.555
-49.49495010   -40.58    -5.96  7.8714  0.112
-08.50111022   -36.17     0.98  9.4536  1.318
-80.11349204   -14.29   -10.69  8.3717  1.510
-29.04263679    -9.42    -9.07  9.0826  1.089
-39.87307705    95.71   -80.40  8.1707  0.484
-43.97799121     5.00    -3.25  8.6122  1.201
-68.09275362   107.93    64.75 10.6539  0.879
-09.53809916   -55.03    -0.91  6.4827  1.016
-60.30830057   -40.04   -19.31  8.3025  0.445
-41.01938830   -69.59   -25.42  7.7625  1.096
-32.01980919   -16.96    -2.59  8.4659  1.296
-44.91823735   -19.17    -4.26  9.8409  1.224
-27.72794735    29.58    -4.07  8.4871  0.465
-47.36826698   -21.41    -1.88 10.2065  0.415
-57.76963691   -81.61     0.92  9.2680  0.585
-17.23269082    36.80   -46.06  8.1376  1.035
-48.52463621   -15.99    -5.49  6.9422  0.443
-71.33502906    -5.13   -10.12  8.7541  1.189
-58.74211426    -6.94    -2.09  9.1302  0.936
-09.59868814  -142.97   -18.83 10.3833  1.125
-20.12362619   -21.28   -12.73  7.1857  0.051
-66.54310672   -21.82    -9.90  7.8262  0.955
-07.78090944   -32.44    -4.25  8.2384  1.571
-83.77979916   -20.32     0.67  9.7717  1.031
-45.84986356   -24.22    -2.68  8.4718  0.530
-50.14995411   -31.42   -12.01  7.7758  1.089
-16.51519248   -31.56    -0.49  6.8099  0.168
-22.19177270   136.38  -341.25  7.5036  0.718
-03.38935017   -67.27   -77.37  8.5003  0.323
-36.16040028   -42.62    -2.26  7.9729  1.100
-56.76787820   -15.57    -3.49  8.6046 -0.015
-10.32930879   -13.29    -8.39  6.0791  1.490
-07.65536709   -50.45   -17.48  7.5040  1.120
-35.50850865    -2.90    -3.26 10.2152  1.410
-36.53256497   -33.33   -15.94  7.6992  0.993
-53.41241123  -148.77   -11.10  8.6638  0.501
-47.55570060   -11.70    -8.97  7.6483  1.551
-05.53892927   -36.28   -31.22  4.3690 -0.008
-00.61674061   -62.77    -5.95  8.9244  0.549
-25.53744934   -52.09   -15.22  8.1084  0.918
-33.71024326   -13.59    -5.18 11.0791  0.000
-67.55157162   -36.59   -24.87  9.1444  0.530
-44.58989626  -198.33    14.60  9.2916  0.809
-32.09460180    -8.74    -0.85  7.6631  0.990
-70.97227333   -40.05    -2.81 11.2320  0.000
-32.80537827   -47.97   -23.52  8.6695  0.559
-18.49579749     0.36   -12.48  9.8844  0.610
-15.35806661   -24.30    -8.61  9.0541  1.330
-34.77919114   -16.94    -4.00  8.2437  0.367
-23.62464023    11.98    -3.80  7.8032  0.065
-61.47246667    -4.46    -0.78  9.0607  0.832
-25.02920737    23.65    -1.47  8.5795  0.461
-57.74443296   -53.28   -17.52  7.7715  0.523
-22.37146770    11.29   -30.69  8.4255  1.037
-41.14667960   -19.97     1.80  8.9562  1.217
-32.55663691    13.55    -3.82  8.0609  1.058
-61.83289461   -39.60     0.54  8.7134  0.407
-60.85205980   -59.40    -0.30  8.7343  0.325
-57.53762384    -6.40    -0.18  9.0870  0.053
-10.81460912   -34.91   -16.15  7.9692  0.912
-60.85662463   -38.16    14.92 10.8858  0.535
-54.94813625  -174.56   -84.93  9.9606  0.777
-48.43835320   -50.10     0.55  9.2559  0.545
-31.47065612   -95.30   -39.25  9.2357  0.777
-35.05399264  -137.59  -324.70  8.8737  0.982
-04.94181299   -70.79   -14.09  7.6985  0.402
-38.07449018  -196.31   -55.68  9.9468  0.732
-00.41878856    -9.78    -9.28  8.6448  1.355
-35.64089679    74.48   -44.06  8.4741  0.555
-64.52564710   -11.26    -3.09  8.3871 -0.001
-24.17917100  -315.05   -30.21  7.9959  0.756
-52.90757662   -17.03     6.01  6.8356  1.107
-10.10297354   -30.16    -4.32  7.9389  0.088
-39.49262242   -88.93   -44.73  8.0989  0.445
-60.05011110    -5.92    -3.43  8.2131  1.352
-51.78507772   -26.41   -11.09 10.2938  0.493
-02.72899826    -0.15    12.73  8.7587  0.480
-08.92393274     7.71   -15.41  9.9476  0.500
-52.56685341   -34.90   -18.12  6.0239 -0.079
-04.38080683    12.42  -175.64  9.8989  0.592
-62.08768413   -26.86   -12.75  8.3264  0.436
-45.86964334  -120.49     5.22  8.6428  0.516
-59.74575523    -7.98     0.84  8.1416  0.537
-17.08977356   -13.40   -32.34  7.2045  0.345
-54.16661682    -7.09    -3.00  8.6160 -0.008
-67.56529006    -5.61     8.12  8.8836  1.089
-71.81422207   -33.18   -11.18  7.9711  0.516
-42.23282808   -76.48   -26.06  5.8965  0.521
-55.51206157     8.77   -13.85  8.5367  1.404
-39.00212113   -18.78    -0.12  8.5712  1.707
-14.24231763   -34.96    -6.58  7.7783  1.020
-41.41969798    -8.68    -4.93  8.0305  1.192
-31.11993112    -3.91     8.02  8.7468  1.580
-11.92778573     4.57   -30.26  8.6167  1.114
-46.60195216   -37.94     6.03  8.6112  0.436
-09.58061644   -12.66    13.78  9.0092  0.594
-26.65212443    -9.40     6.34  9.6463  1.138
-13.96226783   -91.33   -35.44  7.0923  1.097
-43.36850518  -114.74   -20.38  5.4070  1.049
-01.54339889   -14.72    -7.14 10.3444  1.159
-12.99998260    42.77   -26.21  8.9574  0.549
-55.35683712    -9.58    -2.36  8.0627  0.126
-35.12990847   -22.13     1.73  6.7947  1.139
-56.90897974   -12.03     0.95  6.8683  1.684
-67.46610754   -39.66    -5.90  8.7004  0.300
-26.55172595   -71.48     1.02  6.5556  0.193
-55.13253516   -17.40   -14.53  9.7524  0.501
-11.22164895   -63.48    -1.02  7.0503  1.232
-38.53203226   -84.03   -19.98  9.8423  0.646
-20.67725645   -40.58    10.08  8.8519  1.026
-37.39750074    -4.79   -10.53  8.3468  0.050
-07.05045398     0.57   -18.08  9.0790  0.568
-35.61858806   -71.08   -47.22  8.5321  0.632
-68.91692710     7.21     2.98  8.0553  0.378
-69.94201959    34.86     1.45  6.0100  0.415
-52.81229271   -26.42     2.91  7.0749  1.705
-16.51370468    11.14     2.36  9.2758  1.591
-63.30298550    -4.56    -2.56  6.4272  0.426
-24.56906164    -2.95     0.72  8.1304  1.340
-61.11732924    -7.51    -1.63  6.8545  0.469
-45.27878911    -6.73     3.63  7.9268  1.514
-49.61806453   -21.32    -2.88  8.8621  0.400
-13.58744695   -14.91    -6.12  8.6429  0.355
-12.40264100   -18.92    -8.99  8.6902  0.680
-56.95726917   -13.24    -3.58  8.1953  0.020
-16.19790312    97.32  -287.65  5.1332  0.460
-37.80313624  -381.72    45.75  4.9825  0.693
-51.87963929   -38.79   -14.80 10.3780  0.520
-55.92845476   -26.84    -5.43  8.8422  1.100
-57.37669755   -10.40     1.61  8.3107  1.052
-20.88440906   -14.08    -4.56  7.7985  1.187
-56.02742882   -36.43   -24.02 10.0382  0.460
-62.71402975     6.67     5.08  8.7948  1.011
-72.82838912    -1.46    -0.56  8.9291  1.259
-59.92053664   -29.71   -17.40  4.5502 -0.073
-50.85298278    12.98    -9.48 10.3367  0.484
-23.33548238  -245.36   147.36  9.9113  1.031
-66.33544633    42.09   -11.22  9.6701  0.663
-73.61815628   -25.09    -4.63  8.7726  0.927
-70.32187990    -9.65    -2.94  9.0385  1.180
-27.64308877   -62.15  -182.23 10.3056  0.961
-10.10091087     3.00    18.12 12.1103  1.310
-60.19379113   203.17  -158.70  9.6430  1.040
-34.75396482  -240.75  -272.83  9.8883  0.748
-34.74738790  -251.06  -268.78  7.8879  0.530
